"","Previous","Movie","Distributor","Genre","Gross","Change","Theaters","TotalGross","Days","weekend"
"890",NA,"Bereavement","","Horror",20744,NA,20,20744,"3","2011-03-04"
"891",51,"Unstoppable","20th Century Fox","Action",19491,-45,34,81557479,"115","2011-03-04"
"892",60,"Casino Jack","Samuel Goldwyn Films","Thriller/Suspense",17359,39,30,991316,"80","2011-03-04"
"893",47,"From Prada to Nada","Lionsgate","Romantic Comedy",15800,-72,35,2939128,"38","2011-03-04"
"894",84,"Phil Ochs","First Run Features","Documentary",14953,438,7,117465,"61","2011-03-04"
"895",NA,"I Saw the Devil","Magnet Pictures","Thriller/Suspense",13567,NA,2,13567,"3","2011-03-04"
"896",90,"Putty Hill","Cinema Guild","Drama",13231,801,3,22020,"17","2011-03-04"
"897",59,"Cold Weather","IFC Films","Thriller/Suspense",10808,-15,6,78767,"31","2011-03-04"
"898",NA,"The Concert","Weinstein Co.","Drama",10367,NA,4,686979,"227","2011-03-04"
"899",66,"The Wildest Dream","National Geographic Entertainment","Documentary",9552,21,5,756269,"213","2011-03-04"
"900",44,"Winter's Bone","Roadside Attractions","Drama",9318,-87,13,6520145,"269","2011-03-04"
"901",64,"The Housemaid","IFC Films","Thriller/Suspense",8784,NA,12,117284,"45","2011-03-04"
"902",NA,"Patiala House","Tachyon","Drama",7982,NA,16,644010,"24","2011-03-04"
"903",67,"Journal d'un cur de campagne","Rialto Pictures","Drama",7903,3,1,22811,"21,943","2011-03-04"
"904",68,"Heartless","","Drama",7901,10,2,18658,"269","2011-03-04"
"905",NA,"Queen of the Sun","Collective Eye","Documentary",7459,NA,4,54249,"171","2011-03-04"
"906",73,"Public Speaking","Rialto Pictures","Documentary",6438,3,1,23458,"12","2011-03-04"
"907",63,"Waste Land","Arthouse Films","Documentary",6022,-33,5,179672,"129","2011-03-04"
"908",85,"Every Day","Image Entertainment","Drama",5912,117,2,41724,"52","2011-03-04"
"909",70,"Vidal Sassoon The Movie","Phase 4 Films","Documentary",5857,-12,4,59877,"24","2011-03-04"
"910",71,"I Love You Phillip Morris","Roadside Attractions","Comedy",5485,-16,13,1963877,"94","2011-03-04"
"911",61,"Galapagos","IMAX Films","Documentary",5437,-55,2,17896982,"4,147","2011-03-04"
"912",50,"Saat Khoon Maaf","UTV Communications","",5333,-88,15,268662,"17","2011-03-04"
"913",NA,"Under the Boardwalk: The MONOPOLY Story","Self Distributed","Documentary",5054,NA,1,5054,"3","2011-03-04"
"914",76,"Made in Dagenham","Sony Pictures Classics","Drama",4954,9,6,1043699,"108","2011-03-04"
"915",80,"A Somewhat Gentle Man","Strand","Black Comedy",4909,35,3,19321,"52","2011-03-04"
"916",74,"Deep Sea 3-D","Warner Bros.","Documentary",4779,-7,2,44051588,"1,830","2011-03-04"
"917",62,"Kaboom","IFC Films","Comedy",4691,-48,6,89828,"38","2011-03-04"
"918",72,"Vision","Zeitgeist","Drama",4209,-35,3,420886,"145","2011-03-04"
"919",98,"Marwencol","","Documentary",4188,566,3,104101,"150","2011-03-04"
"920",78,"Sea Monsters: A Prehistoric Adventure","National Geographic Entertainment","Documentary",4015,-5,2,23540631,"1,249","2011-03-04"
"921",69,"Vanishing on Seventh Street","Magnet Pictures","Thriller/Suspense",4000,-43,5,19316,"17","2011-03-04"
"922",58,"The Way Back","Newmarket Films","Adventure",3777,-72,5,2705636,"45","2011-03-04"
"923",82,"All Good Things","Magnolia Pictures","Drama",3714,16,5,547950,"94","2011-03-04"
"924",NA,"Bhutto","First Run Features","Documentary",3629,NA,3,91166,"94","2011-03-04"
"925",NA,"Queen of the Lot","Rainbow Releasing","Drama",2826,NA,2,166243,"108","2011-03-04"
"926",75,"Ip Man 2: Legend of the Grand Master","Variance Films","Action",2659,-42,3,181879,"38","2011-03-04"
"927",81,"My Dog Tulip","New Yorker","Drama",2245,-34,1,216957,"187","2011-03-04"
"928",86,"Four Lions","Drafthouse Films","Black Comedy",2083,1,2,308769,"122","2011-03-04"
"929",NA,"Battleship Potemkin","Kino International","",1970,NA,2,20000,"30,773","2011-03-04"
"930",83,"Carancho","Strand","Drama",1433,-52,1,39957,"24","2011-03-04"
"931",NA,"The Strange Case of Angelica","Cinema Guild","Drama",1233,NA,2,38371,"66","2011-03-04"
"932",NA,"Into Eternity","International Film Circuit","Documentary",835,NA,2,15679,"33","2011-03-04"
"933",94,"What Women Want","China Lion Film Distribution","Comedy",782,-23,1,123325,"31","2011-03-04"
"934",NA,"Mississippi Mermaid","MGM","",698,NA,1,25249,"4,434","2011-03-04"
"935",101,"The Taqwacores","Strand","Drama",627,42,1,11175,"136","2011-03-04"
"936",99,"Every Man for Himself","The Film Desk","Drama",502,-9,1,41126,"11,103","2011-03-04"
"937",87,"Enemies of the People","International Film Circuit","Documentary",323,-82,1,69506,"220","2011-03-04"
"938",NA,"Magnificent Desolation","IMAX Films","Documentary",317,NA,1,34064361,"1,991","2011-03-04"
"939",65,"Brotherhood","Phase 4 Films","Thriller/Suspense",314,-96,1,19525,"17","2011-03-04"
"940",105,"Orgasm Inc","First Run Features","Documentary",311,57,1,21796,"24","2011-03-04"
"941",103,"Animal Kingdom","Sony Pictures Classics","Drama",297,-12,1,1042349,"206","2011-03-04"
"942",104,"Nine Nation Animation","The World According to Shorts","Multiple Genres",226,-32,1,20781,"159","2011-03-04"
"943",96,"The Woodmans","Lorber Films","Documentary",114,-88,1,32880,"47","2011-03-04"
"944",NA,"Battle: Los Angeles","Sony Pictures","Action",35573187,NA,3417,35573187,"3","2011-03-11"
"945",1,"Rango","Paramount Pictures","Adventure",22602847,-41,3923,68206101,"10","2011-03-11"
"946",NA,"Red Riding Hood","Warner Bros.","Thriller/Suspense",14005335,NA,3030,14005335,"3","2011-03-11"
"947",2,"The Adjustment Bureau","Universal","Thriller/Suspense",11597335,-45,2847,38589595,"10","2011-03-11"
"948",NA,"Mars Needs Moms","Walt Disney","Adventure",6914488,NA,3117,6914488,"3","2011-03-11"
"949",3,"Beastly","CBS Films","Drama",5021232,-49,1959,16911633,"10","2011-03-11"
"950",4,"Hall Pass","Warner Bros.","Comedy",5011020,-43,2555,34842289,"17","2011-03-11"
"951",7,"Just Go With It","Sony Pictures","Romantic Comedy",4019266,-38,2398,94000847,"31","2011-03-11"
"952",5,"Gnomeo and Juliet","Walt Disney","Comedy",3617255,-50,2585,89102365,"31","2011-03-11"
"953",8,"The King's Speech","Weinstein Co.","Drama",3573112,-43,1768,129010235,"108","2011-03-11"
"954",6,"Unknown","Warner Bros.","Thriller/Suspense",3366339,-48,2303,58410845,"24","2011-03-11"
"955",9,"I am Number Four","Walt Disney","Adventure",2260314,-61,2005,50455723,"24","2011-03-11"
"956",10,"Justin Bieber: Never Say Never","Paramount Pictures","Concert/Performance",1378830,-68,1247,70955641,"33","2011-03-11"
"957",12,"Big Mommas: Like Father, Like Son","20th Century Fox","Comedy",1306504,-60,931,35162958,"24","2011-03-11"
"958",11,"Take Me Home Tonight","Relativity","Comedy",1272239,-63,2003,5891092,"10","2011-03-11"
"959",17,"Cedar Rapids","Fox Searchlight","Comedy",921038,12,394,4597332,"31","2011-03-11"
"960",18,"Tangled","Walt Disney","Adventure",640753,-19,363,196675983,"110","2011-03-11"
"961",14,"The Fighter","Paramount Pictures","Drama",576083,-50,463,92931288,"94","2011-03-11"
"962",27,"Yogi Bear 3D","Warner Bros.","Adventure",476341,109,404,98677804,"87","2011-03-11"
"963",15,"Black Swan","Fox Searchlight","Thriller/Suspense",440504,-56,337,105928217,"101","2011-03-11"
"964",16,"True Grit","Paramount Pictures","Western",424943,-56,401,169381405,"82","2011-03-11"
"965",28,"The Green Hornet","Sony Pictures","Action",381762,76,309,97485229,"59","2011-03-11"
"966",21,"Barney's Version","Sony Pictures Classics","Drama",329160,-18,190,6468659,"73","2011-03-11"
"967",13,"Drive Angry","Summit Entertainment","Action",304262,-86,551,10308051,"17","2011-03-11"
"968",23,"Of Gods and Men","Sony Pictures Classics","Drama",283872,2,54,1209207,"17","2011-03-11"
"969",22,"No Strings Attached","Paramount Pictures","Romantic Comedy",186636,-50,254,70002410,"52","2011-03-11"
"970",NA,"Jane Eyre","Focus Features","Drama",182885,NA,4,182885,"3","2011-03-11"
"971",24,"Biutiful","Roadside Attractions","Drama",179007,-35,114,4516487,"75","2011-03-11"
"972",19,"The Roommate","Sony Pictures","Thriller/Suspense",154992,-74,213,37153153,"38","2011-03-11"
"973",20,"The Grace Card","Samuel Goldwyn Films","Drama",147426,-68,114,1989625,"17","2011-03-11"
"974",NA,"Kill The Irishman","Anchor Bay Entertainment","Drama",145430,NA,5,145430,"3","2011-03-11"
"975",26,"Tron: Legacy","Walt Disney","Adventure",140564,-42,169,171590201,"87","2011-03-11"
"976",33,"Hubble 3D","Warner Bros.","Documentary",127031,-5,49,22518074,"360","2011-03-11"
"977",29,"Little Fockers","Universal","Comedy",113345,-36,177,148383780,"82","2011-03-11"
"978",46,"The Last Lions","National Geographic Entertainment","Documentary",112029,88,39,322244,"24","2011-03-11"
"979",NA,"Red State","Smodshow Productions","Horror",102566,NA,2,428261,"9","2011-03-11"
"980",30,"Harry Potter and the Deathly Hallows: Part I","Warner Bros.","Adventure",98855,-38,122,294713608,"115","2011-03-11"
"981",42,"Sea Rex 3D","3D Entertainment","Documentary",97541,37,13,1576313,"73","2011-03-11"
"982",32,"The Chronicles of Narnia: The Voyage of the Dawn Treader","20th Century Fox","Adventure",78729,-48,123,104121139,"94","2011-03-11"
"983",NA,"Certified Copy","IFC Films","Drama",77937,NA,5,77937,"3","2011-03-11"
"984",40,"The Illusionist","Sony Pictures Classics","Adventure",72094,-10,76,1974831,"79","2011-03-11"
"985",39,"Another Year","Sony Pictures Classics","Drama",67599,-21,55,3007895,"75","2011-03-11"
"986",49,"Even the Rain","Vitagraph Films","",66918,20,27,320624,"24","2011-03-11"
"987",47,"Under the Sea 3D","Warner Bros.","Documentary",60963,7,16,27481683,"759","2011-03-11"
"988",36,"Blue Valentine","Weinstein Co.","Drama",60909,-36,60,9514428,"75","2011-03-11"
"989",37,"The Company Men","Weinstein Co.","Drama",52829,-44,63,4155489,"52","2011-03-11"
"990",52,"HappyThankYouMorePlease","Anchor Bay Entertainment","Romantic Comedy",51400,47,19,94608,"10","2011-03-11"
"991",34,"127 Hours","Fox Searchlight","Drama",50387,-59,79,18236586,"129","2011-03-11"
"992",31,"The Rite","Warner Bros.","Horror",50223,-68,85,32722529,"45","2011-03-11"
"993",25,"The Eagle","Focus Features","Action",48331,-82,99,19292982,"31","2011-03-11"
"994",43,"Inside Job","Sony Pictures Classics","Documentary",47880,-30,41,4193818,"157","2011-03-11"
"995",35,"Gulliver's Travels","20th Century Fox","Comedy",46493,-53,99,42645676,"82","2011-03-11"
"996",53,"I Am","Paladin","Documentary",39690,24,7,120454,"24","2011-03-11"
"997",45,"2011 Oscar Shorts","Shorts International","Multiple Genres",29008,-53,24,1295798,"31","2011-03-11"
"998",51,"Poetry","Kino International","Drama",27871,-33,11,154182,"31","2011-03-11"
"999",48,"Season of the Witch","Relativity","Thriller/Suspense",25799,-55,54,24794249,"66","2011-03-11"
"1000",54,"Rabbit Hole","Lionsgate","Drama",25580,-11,38,2159558,"87","2011-03-11"
"1001",50,"Tanu Weds Manu","Viva Entertainment","Comedy",23762,-53,21,205019,"17","2011-03-11"
"1002",55,"Space Station","IMAX Films","Documentary",22815,-17,2,83017829,"3,251","2011-03-11"
"1003",44,"The Mechanic","CBS Films","Action",22421,-67,42,28931254,"45","2011-03-11"
"1004",57,"Uncle Boonmee","Strand","Drama",22080,-6,3,64571,"10","2011-03-11"
"1005",62,"Phil Ochs","First Run Features","Documentary",15625,4,12,138170,"68","2011-03-11"
"1006",65,"Cold Weather","IFC Films","Thriller/Suspense",13940,29,8,97389,"38","2011-03-11"
"1007",NA,"The Human Resources Manager","Film Movement","Drama",13467,NA,9,26352,"10","2011-03-11"
"1008",NA,"Clash","Variance Films","Action",12249,NA,9,12249,"3","2011-03-11"
"1009",61,"From Prada to Nada","Lionsgate","Romantic Comedy",11506,-27,33,2957781,"45","2011-03-11"
"1010",NA,"3 Backyards","Screen Media Films","Drama",11332,NA,1,11332,"3","2011-03-11"
"1011",63,"I Saw the Devil","Magnet Pictures","Thriller/Suspense",10218,-25,5,31820,"10","2011-03-11"
"1012",72,"Heartless","","Drama",9002,14,6,32003,"276","2011-03-11"
"1013",60,"Casino Jack","Samuel Goldwyn Films","Thriller/Suspense",8949,-48,15,1006914,"87","2011-03-11"
"1014",78,"I Love You Phillip Morris","Roadside Attractions","Comedy",8774,60,12,1978817,"101","2011-03-11"
"1015",77,"Vidal Sassoon The Movie","Phase 4 Films","Documentary",8168,39,3,71879,"31","2011-03-11"
"1016",NA,"Making the Boys","First Run Features","Documentary",7513,NA,1,7513,"3","2011-03-11"
"1017",67,"The Wildest Dream","National Geographic Entertainment","Documentary",7507,-21,4,766981,"220","2011-03-11"
"1018",91,"All Good Things","Magnolia Pictures","Drama",7202,94,4,557403,"101","2011-03-11"
"1019",84,"Deep Sea 3-D","Warner Bros.","Documentary",7196,51,2,44062708,"1,837","2011-03-11"
"1020",56,"MOOZ-lum","Peace Film LLC","Drama",6914,-75,7,346836,"31","2011-03-11"
"1021",NA,"Black Death","Magnet Pictures","Horror",6692,NA,3,6692,"3","2011-03-11"
"1022",79,"Galapagos","IMAX Films","Documentary",6488,19,3,17909368,"4,154","2011-03-11"
"1023",90,"The Way Back","Newmarket Films","Adventure",5720,51,5,2713091,"52","2011-03-11"
"1024",NA,"Bonnie & Clyde vs. Dracula","Indican Pictures","Action",5688,NA,3,5688,"3","2011-03-11"
"1025",NA,"Elektra Luxx","Samuel Goldwyn Films","Comedy",5601,NA,4,5601,"3","2011-03-11"
"1026",95,"My Dog Tulip","New Yorker","Drama",5251,134,4,223694,"194","2011-03-11"
"1027",71,"Journal d'un cur de campagne","Rialto Pictures","Drama",5118,-35,1,33205,"21,950","2011-03-11"
"1028",64,"Putty Hill","Cinema Guild","Drama",4988,-62,2,30235,"24","2011-03-11"
"1029",NA,"Saint Misbehavin': The Wavy Gravy Movie","Argot Pictures","Documentary",4887,NA,1,28772,"101","2011-03-11"
"1030",69,"The Housemaid","IFC Films","Thriller/Suspense",4808,-45,9,127540,"52","2011-03-11"
"1031",86,"Vision","Zeitgeist","Drama",4627,10,3,425513,"152","2011-03-11"
"1032",68,"Winter's Bone","Roadside Attractions","Drama",4580,-51,9,6527448,"276","2011-03-11"
"1033",NA,"Monogamy","Oscilloscope Pictures","Drama",4476,NA,1,4476,"3","2011-03-11"
"1034",88,"Sea Monsters: A Prehistoric Adventure","National Geographic Entertainment","Documentary",3985,-1,2,23546702,"1,256","2011-03-11"
"1035",87,"Marwencol","","Documentary",2907,-31,2,108805,"157","2011-03-11"
"1036",108,"Orgasm Inc","First Run Features","Documentary",2686,764,3,24864,"31","2011-03-11"
"1037",75,"Waste Land","Arthouse Films","Documentary",2555,-58,3,185387,"136","2011-03-11"
"1038",83,"A Somewhat Gentle Man","Strand","Black Comedy",2540,-48,1,23853,"59","2011-03-11"
"1039",85,"Kaboom","IFC Films","Comedy",2304,-51,5,94362,"45","2011-03-11"
"1040",NA,"Kings of Pastry","First Run Features","Documentary",2179,NA,1,317865,"180","2011-03-11"
"1041",94,"Ip Man 2: Legend of the Grand Master","Variance Films","Action",2145,-19,2,185046,"45","2011-03-11"
"1042",92,"Bhutto","First Run Features","Documentary",2051,-43,2,95610,"101","2011-03-11"
"1043",73,"Queen of the Sun","Collective Eye","Documentary",1781,-76,3,61628,"178","2011-03-11"
"1044",105,"Enemies of the People","International Film Circuit","Documentary",1395,332,2,71027,"227","2011-03-11"
"1045",98,"Carancho","Strand","Drama",1392,-3,2,42230,"31","2011-03-11"
"1046",NA,"Strange Powers: Stephin Merritt and the Magnetic Fields","Variance Films","Documentary",1085,NA,2,67521,"136","2011-03-11"
"1047",89,"Vanishing on Seventh Street","Magnet Pictures","Thriller/Suspense",1082,-73,4,22197,"24","2011-03-11"
"1048",109,"Animal Kingdom","Sony Pictures Classics","Drama",1042,251,3,1043798,"213","2011-03-11"
"1049",82,"Made in Dagenham","Sony Pictures Classics","Drama",1028,-79,7,1052115,"115","2011-03-11"
"1050",NA,"Guy and Madeline on a Park Bench","Variance Films","Musical",960,NA,1,31237,"129","2011-03-11"
"1051",NA,"Shanghai Red","Indican Pictures","Thriller/Suspense",902,NA,1,10782,"437","2011-03-11"
"1052",99,"The Strange Case of Angelica","Cinema Guild","Drama",702,-43,2,39667,"73","2011-03-11"
"1053",NA,"Scheherazade, Tell Me a Story","ArtMattan Productions","Drama",594,NA,1,888,"17","2011-03-11"
"1054",NA,"Terkel in Trouble","","Adventure",568,NA,1,30610,"150","2011-03-11"
"1055",106,"Magnificent Desolation","IMAX Films","Documentary",438,38,2,34066089,"1,998","2011-03-11"
"1056",NA,"The Red Chapel","Lorber Films","Documentary",425,NA,1,5661,"75","2011-03-11"
"1057",NA,"Dogtooth","Kino International","Drama",370,NA,2,107410,"262","2011-03-11"
"1058",NA,"Rosencrantz and Guildenstein are Undead","Indican Pictures","Comedy",342,NA,1,70905,"283","2011-03-11"
"1059",NA,"The Girlfriends","The Film Desk","Drama",257,NA,1,56845,"20,526","2011-03-11"
"1060",NA,"Tamara Drewe","Sony Pictures Classics","Comedy",230,NA,1,560101,"157","2011-03-11"
"1061",NA,"Plastic Planet","First Run Features","Documentary",210,NA,1,2412,"59","2011-03-11"
"1062",NA,"Limitless","Relativity","Thriller/Suspense",18907302,NA,2756,18907302,"3","2011-03-18"
"1063",2,"Rango","Paramount Pictures","Adventure",15076575,-33,3843,92338691,"17","2011-03-18"
"1064",1,"Battle: Los Angeles","Sony Pictures","Action",14538429,-59,3417,60540135,"10","2011-03-18"
"1065",NA,"The Lincoln Lawyer","Lionsgate","Thriller/Suspense",13206453,NA,2707,13206453,"3","2011-03-18"
"1066",NA,"Paul","Universal","Comedy",13043310,NA,2802,13043310,"3","2011-03-18"
"1067",3,"Red Riding Hood","Warner Bros.","Thriller/Suspense",7188131,-49,3030,25895514,"10","2011-03-18"
"1068",4,"The Adjustment Bureau","Universal","Thriller/Suspense",5772510,-50,2660,48619550,"17","2011-03-18"
"1069",5,"Mars Needs Moms","Walt Disney","Adventure",5316620,-23,3117,14500434,"10","2011-03-18"
"1070",6,"Beastly","CBS Films","Drama",3198478,-36,1810,22183943,"17","2011-03-18"
"1071",7,"Hall Pass","Warner Bros.","Comedy",2568334,-49,1905,39557940,"24","2011-03-18"
"1072",9,"Gnomeo and Juliet","Walt Disney","Comedy",2298908,-36,1748,93587290,"38","2011-03-18"
"1073",8,"Just Go With It","Sony Pictures","Romantic Comedy",2245115,-44,1708,97964324,"38","2011-03-18"
"1074",10,"The King's Speech","Weinstein Co.","Drama",2034151,-43,1249,132476381,"115","2011-03-18"
"1075",11,"Unknown","Warner Bros.","Thriller/Suspense",1279351,-62,1401,61094903,"31","2011-03-18"
"1076",12,"I am Number Four","Walt Disney","Adventure",1015059,-55,955,52616849,"31","2011-03-18"
"1077",14,"Big Mommas: Like Father, Like Son","20th Century Fox","Comedy",708210,-46,550,36407678,"31","2011-03-18"
"1078",17,"Tangled","Walt Disney","Adventure",616057,-4,334,197714178,"117","2011-03-18"
"1079",16,"Cedar Rapids","Fox Searchlight","Comedy",521961,-43,462,5475316,"38","2011-03-18"
"1080",13,"Justin Bieber: Never Say Never","Paramount Pictures","Concert/Performance",470465,-66,480,72209363,"40","2011-03-18"
"1081",27,"Jane Eyre","Focus Features","Drama",466409,155,26,719514,"10","2011-03-18"
"1082",19,"Yogi Bear 3D","Warner Bros.","Adventure",450310,-5,438,99415327,"94","2011-03-18"
"1083",25,"Of Gods and Men","Sony Pictures Classics","Drama",295102,4,94,1616916,"24","2011-03-18"
"1084",22,"The Green Hornet","Sony Pictures","Action",285948,-25,282,97952454,"66","2011-03-18"
